text,response,label,category,difficulty,source
DOM Create. Element creation on DOM,"const div = document.createElement(""div"");",JavaScript,web_development,Beginner,programming
Multimap Store. Store duplicate keys in map,"std::multimap<int, string> mm;",C++,programming_languages,Advanced,programming
Array Union. Merge arrays without duplicates,arr1 | arr2,Ruby,data_structures_algorithms,Intermediate,programming
MIME Detection. Get file MIME type,mime_content_type($file);,PHP,programming_languages,Intermediate,programming
Command Line Arg. Read CLI arguments,os.Args[1],Go,programming_languages,Beginner,programming
Switch Expression. Use new switch syntax,"var result = x switch { 1 => ""One"", _ => ""Other"" };",C#,programming_languages,Intermediate,programming
Error Throwing. Define and throw errors,enum MyError: Error { case fail },Swift,programming_languages,Intermediate,programming
Set Operations. Find set intersection,s1 & s2,Python,programming_languages,Beginner,programming
Daemon Thread. Make thread run in background,t.setDaemon(true);,Java,programming_languages,Advanced,programming
Blob Download. Download string as file,const blob = new Blob(...);,JavaScript,web_development,Intermediate,programming
Iterator Loop. Iterate using iterator,for (auto it = v.begin(); it != v.end(); ++it),C++,programming_languages,Intermediate,programming
Splat Operator. Pass variable args,*args,Ruby,programming_languages,Intermediate,programming
Sanitize Input. Remove harmful code,"filter_var($str, FILTER_SANITIZE_STRING);",PHP,programming_languages,Intermediate,programming
Struct Tag Add. Tag fields for JSON output,"`json:""name""`",Go,programming_languages,Intermediate,programming
TryParse Example. Validate and parse value,"if(int.TryParse(input, out val))",C#,programming_languages,Beginner,programming
Unit Testing. Basic unit test method,func testExample() throws { ... },Swift,software_engineering_process,Intermediate,programming
JSON Parse. Convert JSON to dict,json.loads(json_str),Python,programming_languages,Beginner,programming
Volatile Keyword. Ensure visibility across threads,volatile boolean running = true;,Java,programming_languages,Advanced,programming
Intersection Observer. Detect element in viewport,new IntersectionObserver(callback);,JavaScript,web_development,Advanced,programming
Move Semantics. Transfer ownership,std::move(obj);,C++,programming_languages,Advanced,programming
Range Object. Create inclusive range,(1..5),Ruby,programming_languages,Beginner,programming
Ini Set. Config runtime option,"ini_set('max_execution_time', 300);",PHP,programming_languages,Intermediate,programming
Reader Interface. Read from any stream,type Reader interface { Read(p []byte) },Go,programming_languages,Advanced,programming
BackgroundWorker. Run task in background,var bg = new BackgroundWorker();,C#,programming_languages,Advanced,programming
SwiftUI Button. Create button with action,"Button(""Tap me"") { ... }",Swift,programming_languages,Intermediate,programming
Counter Module. Count element frequency,from collections import Counter,Python,programming_languages,Intermediate,programming
Thread Join. Wait for thread to finish,t.join();,Java,programming_languages,Intermediate,programming
WebSocket Client. Connect to WebSocket,server = new WebSocket(url);,JavaScript,web_development,Advanced,programming
Namespace Alias. Shorten long namespaces,namespace io = std::iostream;,C++,programming_languages,Intermediate,programming
Keyword Args. Method with named params,"def info(name:, age:)",Ruby,programming_languages,Intermediate,programming
Password Hash. Hash secure password,"password_hash($pwd, PASSWORD_DEFAULT);",PHP,security,Advanced,programming
Custom Error. Define and return error,"errors.New(""Custom error"")",Go,programming_languages,Intermediate,programming
Out Parameter. Return multiple values,void GetInfo(out int id) { ... },C#,programming_languages,Intermediate,programming
Combine Publisher. Handle streams using Combine,Just(10).map { $0 * 2 },Swift,programming_languages,Advanced,programming
List Filter. Filter list with lambda,"list(filter(lambda x: x > 0, nums))",Python,programming_languages,Intermediate,programming
Queue Interface. Add/remove items in order,Queue<Integer> q = new LinkedList<>();,Java,data_structures_algorithms,Intermediate,programming
Reduce Right. Reduce from right to left,"arr.reduceRight((a,b)=>a+b);",JavaScript,web_development,Intermediate,programming
Constexpr Const. Compile time evaluation,constexpr int x = 42;,C++,programming_languages,Advanced,programming
Monkey Patch. Modify class at runtime,"class String; def shout; upcase + ""!"" end end",Ruby,programming_languages,Advanced,programming
GD Image. Create image using GD,lib,PHP,programming_languages,Advanced,programming
Goroutine Leak. Detect stuck goroutines,Use pprof and runtime,Go,programming_languages,Advanced,programming
Lambda Delegate. Create inline delegate,var fn = (x) => x * x;,C#,programming_languages,Intermediate,programming
DispatchGroup. Run tasks in parallel,let group = DispatchGroup();,Swift,programming_languages,Advanced,programming
Dict Merge. Combine two dicts,"{**a, **b}",Python,programming_languages,Beginner,programming
Try With Resource. Auto close file,try(FileReader f = ...) { ... },Java,programming_languages,Intermediate,programming
Spread Object. Copy and modify object,"const newObj = { ...oldObj, name: ""Kai"" };",JavaScript,web_development,Intermediate,programming
Enum to Int. Get int from enum,int x = static_cast<int>(Color::Red);,C++,programming_languages,Intermediate,programming
Class Variable. Shared across objects,@@counter,Ruby,programming_languages,Intermediate,programming
CURL GET. Request external API,curl_exec($ch);,PHP,programming_languages,Intermediate,programming
Runtime Caller. Get current function name,runtime.Caller(1),Go,programming_languages,Advanced,programming
Tuple Deconstruction. Assign tuple to variables,"var (a, b) = GetPair();",C#,programming_languages,Intermediate,programming
Defer Block. Run block after function,"defer { print(""Done"") }",Swift,programming_languages,Intermediate,programming
Frozen Set. Immutable set objects,"frozenset([1,2,3])",Python,programming_languages,Intermediate,programming
HashMap Iterate. Loop through map entries,"for (Map.Entry<K,V> entry : map.entrySet())",Java,programming_languages,Intermediate,programming
Modules Import. Use ES6 import/export,import func from './utils.js';,JavaScript,web_development,Intermediate,programming
Function Overload. Define multiple versions of function,void print(int); void print(double);,C++,programming_languages,Intermediate,programming
Ternary Operator. Short if else condition,"x > 10 ? ""High"" : ""Low""",Ruby,programming_languages,Beginner,programming
Header JSON. Set response type,"header(""Content-Type: application/json"");",PHP,programming_languages,Beginner,programming
Embed Struct. Composition in structs,type Manager struct { Employee },Go,programming_languages,Intermediate,programming
Nullable Type. Optional value type,int? x = null;,C#,programming_languages,Intermediate,programming
Subscript Define. Custom index getter,subscript(index: Int) -> T { ... },Swift,programming_languages,Advanced,programming
Named Tuple. Readable tuple values,from collections import namedtuple,Python,programming_languages,Intermediate,programming
Binary Tree. Node based data structure,class TreeNode { TreeNode left; ... },Java,programming_languages,Advanced,programming
Event Delegation. Handle child events via parent,"parent.addEventListener(""click"", ...)",JavaScript,web_development,Intermediate,programming
Virtual Function. Enable polymorphism,virtual void speak();,C++,oop_concepts,Advanced,programming
Enumerable Map. Apply function to list,"[1,2,3].map { |x| x * 2 }",Ruby,programming_languages,Beginner,programming
SOAP Client. Call SOAP service,$client = new SoapClient(...);,PHP,programming_languages,Advanced,programming
Map Delete. Delete key from map,"delete(m, ""key"")",Go,programming_languages,Beginner,programming
Dynamic Type. Runtime type handling,dynamic val = GetValue();,C#,programming_languages,Advanced,programming
KeyPath. Access property dynamically,let key = \Person.name,Swift,programming_languages,Advanced,programming
Reversed Iterate. Loop backwards,for x in reversed(items): ...,Python,programming_languages,Intermediate,programming
LinkedList Add. Insert into LinkedList,"list.add(""data"");",Java,programming_languages,Beginner,programming
Deep Clone. Object deep copy using JSON,JSON.parse(JSON.stringify(obj));,JavaScript,web_development,Intermediate,programming
Inheritance. Subclass from base class,class Derived : public Base { ... },C++,oop_concepts,Intermediate,programming
Rescue Specific. Handle specific exception,begin ... rescue ZeroDivisionError,Ruby,programming_languages,Intermediate,programming
Composer Init. Setup project dependencies,composer init,PHP,programming_languages,Beginner,programming
Benchmark Testing. Measure performance,func BenchmarkX(b *testing.B),Go,programming_languages,Advanced,programming
Indexer Access. Array-like object access,this[int index] { get; set; },C#,data_structures_algorithms,Advanced,programming
ForEach Loop. Iterate items using ForEach,list.forEach { print($0) },Swift,programming_languages,Intermediate,programming
ThreadPool. Execute function in thread pool,from concurrent.futures import ThreadPoolExecutor,Python,programming_languages,Advanced,programming
Method Reference. Reference method directly,System.out::println,Java,programming_languages,Intermediate,programming
Proxy API. Intercept object ops,"const proxy = new Proxy(obj, handler);",JavaScript,web_development,Advanced,programming
Function Pointer. Call functions via pointer,void (*funcPtr)() = &func;,C++,programming_languages,Advanced,programming
JSON Parse. Read JSON string,JSON.parse(str),Ruby,programming_languages,Intermediate,programming
Namespace Use. Organize code via namespaces,namespace App\Controllers;,PHP,programming_languages,Intermediate,programming
JSON Unmarshal. Parse JSON to struct,"json.Unmarshal(body, &data)",Go,programming_languages,Intermediate,programming
Async Await Task. Modern async pattern,await DoWorkAsync();,C#,programming_languages,Intermediate,programming
Tuple Return. Return multiple values,"func getInfo() -> (name: String, age: Int)",Swift,programming_languages,Intermediate,programming
Time Sleep. Pause execution,time.sleep(2),Python,programming_languages,Beginner,programming
What is the difference between compilation and interpretation?,Compilation translates source code into machine code creating an executable file. Interpretation translates and executes code line by line without an executable.,General Programming,general_cs,Medium,software_qa
Explain the concept of polymorphism.,"Polymorphism allows objects of different classes to be treated as objects of a common superclass, enabling method overriding.",General Programming,general_cs,Medium,software_qa
Define encapsulation and give an example.,"Encapsulation bundles data and methods in a class, restricting direct data access. Example: class with private data and public methods.",General Programming,general_cs,Hard,software_qa
"What is an abstract class, and how is it different from an interface?",An abstract class can't be instantiated and can have abstract and concrete methods. An interface only has method signatures without implementations.,General Programming,general_cs,Medium,software_qa
Describe the principles of Object-Oriented Programming (OOP).,"OOP principles include encapsulation, inheritance, polymorphism, and abstraction, promoting organized and maintainable code.",General Programming,general_cs,Medium,software_qa
What is the purpose of a constructor?,"A constructor initializes object properties upon class instantiation, ensuring a well-defined state.",General Programming,general_cs,Medium,software_qa
Explain the difference between stack and heap memory.,"Stack memory stores local variables and function calls; heap memory is for dynamic allocation. Stack operates in LIFO, heap managed manually or by garbage collection.",General Programming,general_cs,Medium,software_qa
"What is a design pattern, and can you name a few?","Design patterns are solutions to common design problems. Examples: Singleton, Factory, Observer, MVC.",General Programming,general_cs,Medium,software_qa
"Define the term ""DRY"" in software development.",DRY (Don't Repeat Yourself) advocates for avoiding code duplication by reusing existing code.,General Programming,general_cs,Medium,software_qa
What is the SOLID principle?,"SOLID represents five design principles for OOP: Single Responsibility, Open/Closed, Liskov Substitution, Interface Segregation, Dependency Inversion.",General Program,general_cs,Hard,software_qa
What is the difference between an array and a linked list?,"An array has fixed size and stores elements in contiguous memory; a linked list consists of nodes with data and references, allowing dynamic size.",Data Structures,data_structures_algorithms,Easy,software_qa
Explain the time complexity of an algorithm.,"Time complexity measures the time an algorithm takes relative to its input size, expressed in Big O notation.",Data Structures,data_structures_algorithms,Hard,software_qa
Describe the difference between a binary search tree and a hash table.,"A binary search tree is hierarchical, maintaining order; a hash table maps keys to values for fast retrieval, without maintaining order.",Data Structures,data_structures_algorithms,Medium,software_qa
What is a linked list and how does it work?,"A linked list is a series of nodes each containing data and a reference to the next node, allowing dynamic memory allocation and efficient insertions/deletions.",Data Structures,data_structures_algorithms,Medium,software_qa
Explain the concept of recursion.,"Recursion is when a function calls itself to solve subproblems, with a base case to terminate recursion.",Data Structures,data_structures_algorithms,Medium,software_qa
"What is Big O notation, and why is it important?","Big O notation describes the upper bound of algorithm time complexity, important for comparing efficiency and growth rates.",Data Structures,data_structures_algorithms,Medium,software_qa
How do you perform a binary search on a sorted array?,"Binary search divides the search interval in half, repeatedly comparing the middle element to the target.",Data Structures,data_structures_algorithms,Hard,software_qa
Discuss the advantages and disadvantages of different sorting algorithms.,Sorting algorithms vary in time/space complexity and stability. Quick Sort and Merge Sort are fast but more complex; Insertion and Bubble Sort are simple but slower.,Data Structures,data_structures_algorithms,Medium,software_qa
Explain how a hash table works.,"A hash table uses a hash function to map keys to values in an array, allowing fast O(1) access.",Data Structures,data_structures_algorithms,Medium,software_qa
What is dynamic programming?,"Dynamic programming solves complex problems by dividing them into smaller subproblems, avoiding redundant calculations.",Data Structures,data_structures_algorithms,Hard,software_qa
What is the difference between Java and JavaScript?,"Java is a compiled, statically-typed language used for server-side, mobile, and desktop apps. JavaScript is an interpreted, dynamically-typed language for web development.",Languages and Frameworks,programming_languages,Medium,software_qa
Describe the MVC architectural pattern.,"MVC divides an application into Model (data), View (UI), and Controller (input handling), promoting separation of concerns.",Languages and Frameworks,programming_languages,Medium,software_qa
What is a RESTful API?,"RESTful API is a web service implementation using HTTP methods to perform CRUD operations on resources, adhering to stateless, client-server architecture.",Languages and Frameworks,programming_languages,Medium,software_qa
"Explain the use of ""this"" keyword in JavaScript.","""this"" in JavaScript refers to the execution context, varying based on function calling, global scope, or event handlers.",Languages and Frameworks,programming_languages,Medium,software_qa
What is a closure in programming?,A closure is a function with access to its outer scope variables even after the outer function has executed.,Languages and Frameworks,programming_languages,Medium,software_qa
What are the differences between Python 2 and Python 3?,"Python 3 has print as a function, true division, Unicode support by default, and different syntax for exceptions, unlike Python 2.",Languages and Frameworks,programming_languages,Medium,software_qa
Discuss the role of a package manager like npm or pip.,"Package managers manage installation, update, and dependency resolution of libraries, simplifying library management in development.",Languages and Frameworks,programming_languages,Hard,software_qa
Explain the concept of multi-threading in Java.,"Multi-threading in Java allows concurrent execution of multiple threads, improving application responsiveness and performance.",Languages and Frameworks,programming_languages,Medium,software_qa
What is a Singleton pattern?,"Singleton ensures a class has only one instance and provides a global access point to it, useful for shared resources.",Languages and Frameworks,programming_languages,Medium,software_qa
What is a virtual function in C++?,"Virtual functions in C++ allow derived classes to override them, enabling runtime polymorphism and dynamic method dispatch.",Languages and Frameworks,programming_languages,Medium,software_qa
"What is a database index, and why is it important?","A database index speeds up data retrieval, similar to a book's index, improving query performance.",Database and SQL,databases,Medium,software_qa
Explain the differences between SQL and NoSQL databases.,SQL databases use structured query language with a predefined schema; NoSQL databases store schema-less data with flexible models.,Database and SQL,databases,Medium,software_qa
What is a foreign key in a database?,"A foreign key links two tables by referring to the primary key in another table, ensuring referential integrity.",Database and SQL,databases,Medium,software_qa
Describe the ACID properties in database transactions.,"ACID: Atomicity (indivisible transactions), Consistency (consistent state transitions), Isolation (independent transactions), Durability (persisted changes).",Database and SQL,databases,Hard,software_qa
How do you optimize a SQL query for better performance?,"Optimize using indexes, efficient SQL, limiting data retrieval, analyzing query performance, and considering denormalization.",Database and SQL,databases,Easy,software_qa
What is normalization in database design?,"Normalization organizes data into separate tables to reduce redundancy and improve integrity, following normalization forms.",Database and SQL,databases,Hard,software_qa
Explain the difference between INNER JOIN and LEFT JOIN in SQL.,INNER JOIN returns matching rows from both tables; LEFT JOIN returns all rows from the left table and matching rows from the right.,Database and SQL,databases,Medium,software_qa
"What is a stored procedure, and when would you use one?","Stored procedures are precompiled SQL statements for data manipulation and logic, used for repetitive tasks and improving performance.",Database and SQL,databases,Medium,software_qa
"What is database denormalization, and when is it appropriate?","Denormalization introduces redundancy for performance, useful in read-heavy scenarios at the expense of storage and complexity.",Database and SQL,databases,Medium,software_qa
Discuss the advantages and disadvantages of using an ORM tool.,ORM simplifies database interactions and is language-agnostic. It can introduce performance overhead and may limit database features.,Database and SQL,databases,Medium,software_qa
What is the Document Object Model (DOM)?,"The DOM is a tree-like representation of a web page's structure, allowing manipulation of content, structure, and style via programming languages.",Web Development,web_development,Hard,software_qa
Explain the difference between HTTP and HTTPS.,"HTTP is an unsecured data transmission protocol; HTTPS is secure, encrypting data in transit using SSL/TLS.",Web Development,web_development,Medium,software_qa
What is CORS (Cross-Origin Resource Sharing)?,"CORS is a security measure allowing or restricting resources requested from another domain, managed via HTTP headers.",Web Development,web_development,Medium,software_qa
Describe the purpose of a web server like Apache or Nginx.,"Web servers handle HTTP requests, serve content, manage security, routing, and can act as reverse proxies for application servers.",Web Development,web_development,Medium,software_qa
"What is a cookie, and how does it work?","Cookies are data stored on the user's computer by the web server, sent with HTTP requests for session management, tracking, and storing preferences.",Web Development,web_development,Hard,software_qa
What is a session in web development?,"A session maintains stateful information across multiple HTTP requests, typically for user authentication and data storage.",Web Development,web_development,Medium,software_qa
Explain the concept of responsive web design.,"Responsive design ensures web content functions across different devices and screen sizes, using CSS media queries and flexible layouts.",Web Development,web_development,Medium,software_qa
Describe the differences between GET and POST requests.,"GET requests retrieve data and include parameters in the URL; POST requests send data to the server, encapsulating data in the request body.",Web Development,web_development,Medium,software_qa
What is the importance of SEO in web development?,"SEO enhances a website's visibility in search engine results, improving organic traffic and user reach through optimized content and structure.",Web Development,web_development,Medium,software_qa
How does a web browser render a web page?,"Browsers parse HTML to create a DOM, fetch resources, build a rendering tree, apply CSS, calculate layout, and paint the page on the screen.",Web Development,web_development,Medium,software_qa
"What is unit testing, and why is it important?","Unit testing evaluates individual code components, ensuring correctness and facilitating early defect detection.",Software Testing,software_engineering_process,Medium,software_qa
Explain the difference between black-box and white-box testing.,Black-box tests functionality without internal code knowledge; white-box tests internal code logic and structure.,Software Testing,software_engineering_process,Hard,software_qa
What is regression testing?,"Regression testing ensures new code changes don't break existing features, maintaining functionality over updates.",Software Testing,software_engineering_process,Easy,software_qa
Describe the purpose of code reviews.,"Code reviews identify defects, improve quality, enforce standards, and facilitate knowledge sharing.",Software Testing,software_engineering_process,Hard,software_qa
What is continuous integration (CI) and continuous delivery (CD)?,CI involves frequent code integration and testing; CD extends CI by deploying changes to production automatically after testing.,Software Testing,software_engineering_process,Medium,software_qa
Explain the concept of code coverage in testing.,"Code coverage measures the extent of code tested, assessing test thoroughness and identifying untested areas.",Software Testing,software_engineering_process,Medium,software_qa
What is a test case and how do you write one?,"A test case outlines test conditions, inputs, and expected results, structured with objective, steps, and documentation.",Software Testing,software_engineering_process,Medium,software_qa
"What is load testing, and why is it necessary?","Load testing evaluates system performance under expected load conditions, identifying bottlenecks and scalability issues.",Software Testing,software_engineering_process,Medium,software_qa
Describe the differences between manual and automated testing.,Manual testing is human-driven; suitable for exploratory and UX testing. Automated testing uses tools for repetitive tasks; suitable for regression and performance testing.,Software Testing,software_engineering_process,Hard,software_qa
What is a bug tracking system?,"A bug tracking system logs, manages, and resolves issues in software development, ensuring systematic problem handling.",Software Testing,software_engineering_process,Medium,software_qa
"What is Git, and how does it work?","Git is a distributed version control system for tracking changes in source code, allowing collaborative work and branch management.",Version Control,software_engineering_process,Medium,software_qa
Explain the difference between Git and SVN (Subversion).,"Git is distributed, with local repository copies; SVN is centralized, requiring network connectivity for repository access.",Version Control,software_engineering_process,Hard,software_qa
"What is a merge conflict, and how do you resolve it in Git?",Merge conflicts occur when changes in different branches clash. Resolve by manually editing files and committing the result.,Version Control,software_engineering_process,Medium,software_qa
Describe the purpose of branching in version control.,"Branching isolates development work without affecting other parts of the repository, aiding in feature development and experimentation.",Version Control,software_engineering_process,Medium,software_qa
"What is a pull request (PR), and how does it work?","A PR is a request to merge code from one branch to another, facilitating code review and discussion before integration.",Version Control,software_engineering_process,Medium,software_qa
How do you handle code conflicts in a team project?,"Resolve code conflicts through communication, careful review, manual merging, testing, and documenting resolutions.",Version Control,software_engineering_process,Medium,software_qa
"What is code refactoring, and why is it important?","Refactoring improves code structure and readability without altering functionality, enhancing maintainability and quality.",Version Control,software_engineering_process,Medium,software_qa
Explain the role of Git branching strategies like GitFlow.,"GitFlow organizes branches and releases, defining naming conventions and branch purposes for structured and organized development.",Version Control,software_engineering_process,Medium,software_qa
"What is Git rebase, and when would you use it?",Git rebase re-applies commits onto another base for a cleaner history. Use with caution to maintain a linear project history.,Version Control,software_engineering_process,Hard,software_qa
Discuss the advantages of distributed version control systems.,"Distributed systems allow offline work, flexible branching/merging, faster operations, redundancy, and collaborative workflows.",Version Control,software_engineering_process,Medium,software_qa
Describe the concept of microservices architecture.,"Microservices architecture consists of small, independent services communicating via APIs, each responsible for specific functionality, promoting scalability and maintenance.",System Design,distributed_systems,Medium,software_qa
"What is a load balancer, and why is it used in web applications?","A load balancer distributes incoming traffic across servers, ensuring resource efficiency, fault tolerance, and high availability.",System Design,distributed_systems,Medium,software_qa
Explain the importance of caching in web applications.,"Caching stores frequently accessed data for faster retrieval, reducing backend load, improving performance, and enhancing user experience.",System Design,distributed_systems,Medium,software_qa
What is a CDN (Content Delivery Network)?,"A CDN is a network of servers for delivering content efficiently to users based on geographic proximity, reducing latency and load times.",System Design,distributed_systems,Medium,software_qa
Discuss the pros and cons of monolithic vs. microservices architecture.,Monolithic is simple but less scalable; microservices offer scalability and flexibility but are complex to manage.,System Design,distributed_systems,Medium,software_qa
What is a stateless vs. stateful service?,"Stateless services don't retain client data between requests; stateful services maintain client state, useful for sessions and transactions.",System Design,distributed_systems,Hard,software_qa
Explain the concept of CAP theorem in distributed systems.,"The CAP theorem states that in a distributed system, you cannot simultaneously guarantee Consistency, Availability, and Partition Tolerance at all times.",System Design,distributed_systems,Easy,software_qa
How do you ensure data consistency in a distributed database?,"Ensure consistency using strong consistency models, two-phase commits, optimistic concurrency control, and conflict resolution strategies.",System Design,distributed_systems,Hard,software_qa
Describe the role of a reverse proxy in a web application.,"A reverse proxy routes client requests to appropriate servers, providing load balancing, SSL termination, caching, and security.",System Design,distributed_systems,Medium,software_qa
"What is a message broker, and when would you use one?","A message broker facilitates communication in distributed systems through asynchronous messaging, used in event-driven architectures and high-volume scenarios.",System Design,distributed_systems,Medium,software_qa
"What is SQL injection, and how can it be prevented?","SQL injection exploits vulnerabilities to execute malicious SQL. Prevent with parameterized queries, input validation, and least privilege access.",Security,security,Medium,software_qa
Explain the concept of Cross-Site Scripting (XSS).,"XSS injects malicious scripts into web apps, executed by users' browsers. Prevent with input validation, output encoding, and CSP.",Security,security,Medium,software_qa
What is two-factor authentication (2FA)?,2FA adds extra security by requiring two verification forms: something known (password) and something possessed (device).,Security,security,Hard,software_qa
Describe the process of password hashing and salting.,"Hashing transforms passwords into hashes using algorithms; salting adds randomness, enhancing security against attacks.",Security,security,Medium,software_qa
"What is OAuth, and how does it work?","OAuth allows third-party app access to user data without exposing credentials, using access tokens for authorization.",Security,security,Medium,software_qa
How do you protect against session fixation attacks?,"Protect by regenerating session IDs post-authentication, using unpredictable IDs, and tying IDs to user authentication.",Security,security,Medium,software_qa
Explain the principles of least privilege and defense in depth.,Least privilege limits access rights; defense in depth layers security. Both minimize attack surfaces and provide redundancy.,Security,security,Hard,software_qa
What is a DDoS (Distributed Denial of Service) attack?,"A DDoS attack overwhelms a target with traffic, causing unavailability. Mitigate with DDoS protection, rate limiting, and traffic analysis.",Security,security,Medium,software_qa
How can you secure sensitive data in a mobile app?,"Secure data by encrypting at rest and in transit, using secure authentication, and following best practices.",Security,security,Medium,software_qa
Discuss the importance of security in API design.,"API security is vital to protect data and prevent unauthorized access, using authentication, validation, rate limiting, and encryption.",Security,security,Medium,software_qa
"What is Docker, and how does it work?","Docker is a containerization platform packaging applications with dependencies, ensuring consistent environments across systems.",DevOps,devops_cloud,Medium,software_qa
Explain the concept of container orchestration.,"Container orchestration automates deployment, scaling, and management of containers, optimizing resource use and handling failures.",DevOps,devops_cloud,Medium,software_qa
"What is Kubernetes, and why is it popular in container management?","Kubernetes is an open-source container orchestration platform automating deployment and management, known for its scalability and community support.",DevOps,devops_cloud,Medium,software_qa
Describe the process of continuous integration and continuous delivery (CI/CD).,"CI/CD automates build, test, and deployment processes, delivering code changes rapidly and reliably to production.",DevOps,devops_cloud,Hard,software_qa
What is infrastructure as code (IaC)?,"IaC manages infrastructure using code, ensuring consistency, automation, and version control in deployments.",DevOps,devops_cloud,Easy,software_qa
How do you monitor the performance of a web application?,"Monitor using tools to collect and analyze data on response times, resource utilization, error rates, and user experience.",DevOps,devops_cloud,Hard,software_qa
Discuss the importance of automated testing in CI/CD pipelines.,"Automated testing in CI/CD ensures code changes are defect-free, enhancing reliability and speeding up delivery.",DevOps,devops_cloud,Medium,software_qa
"What is Blue-Green deployment, and when would you use it?",Blue-Green deployment alternates between two production environments for easy rollbacks and minimal downtime during updates.,DevOps,devops_cloud,Medium,software_qa
Explain the role of a configuration management tool like Ansible.,"Configuration management tools automate provisioning and management of software and infrastructure, ensuring consistency and efficiency.",DevOps,devops_cloud,Medium,software_qa
"Describe the benefits of using a cloud platform like AWS, Azure, or Google Cloud.","Cloud platforms offer scalability, cost-efficiency, global reach, and managed services, reducing operational burdens with security and compliance features.",DevOps,devops_cloud,Medium,software_qa
Explain the concept of 'closure' in JavaScript.,A closure is a function that remembers its outer variables and can access them.,Front-end,web_development,Hard,software_qa
Describe the use of Docker in a DevOps environment.,"Docker allows for packaging applications in containers, facilitating consistent deployment across different environments.",DevOps,devops_cloud,Medium,software_qa
What is a 'race condition' in software development?,A race condition occurs when the system's behavior depends on the sequence or timing of other uncontrollable events.,Back-end,web_development,Medium,software_qa
How would you optimize a website's load time?,"Optimizations can include minimizing HTTP requests, using CDNs, compressing files, caching, etc.",Front-end,web_development,Hard,software_qa
What is the difference between SQL and NoSQL databases?,"SQL databases are structured, use SQL, and are better for complex queries. NoSQL databases are flexible, scale well, and are good for hierarchical data storage.",Back-end,web_development,Medium,software_qa
Can you explain the concept of 'state' in React?,State in React is an object that holds some information that may change over the lifecycle of the component.,Front-end,web_development,Medium,software_qa
What is continuous integration in DevOps?,Continuous integration is the practice of automating the integration of code changes into a software project.,DevOps,devops_cloud,Medium,software_qa
How do you implement a binary search algorithm?,"Binary search involves repeatedly dividing in half the portion of the list that could contain the item, until you've narrowed the possibilities to just one.",Full-stack,web_development,Medium,software_qa
Describe the MVC architecture.,"MVC architecture stands for Model-View-Controller, separating the application into three interconnected components.",Full-stack,web_development,Medium,software_qa
What are microservices and how do they differ from monolithic architectures?,"Microservices are a software development technique—a variant of the service-oriented architecture architectural style that structures an application as a collection of loosely coupled services. In a monolithic architecture, all components are interconnected and interdependent.",Back-end,web_development,Medium,software_qa
Explain the difference between '==' and '===' in JavaScript.,"'==' compares values after type conversion, while '===' compares both value and type.",Front-end,web_development,Hard,software_qa
What is Kubernetes and how does it relate to containerization?,"Kubernetes is an open-source platform for automating deployment, scaling, and operations of application containers across clusters of hosts.",DevOps,devops_cloud,Medium,software_qa
Describe how you would implement a RESTful API in a back-end application.,"A RESTful API is implemented by setting up HTTP routes (GET, POST, PUT, DELETE) and handling requests and responses in a stateless manner, often using JSON.",Back-end,web_development,Medium,software_qa
What are the benefits of server-side rendering vs client-side rendering?,"Server-side rendering improves initial page load time and SEO, while client-side rendering is good for dynamic websites with less initial loading content.",Front-end,web_development,Medium,software_qa
How do NoSQL databases handle data scaling compared to traditional SQL databases?,NoSQL databases are generally more scalable and provide superior performance for large-scale applications due to their flexibility in handling unstructured data.,Back-end,web_development,Medium,software_qa
Explain the use of hooks in React.,Hooks are functions that let you 'hook into' React state and lifecycle features from function components.,Front-end,web_development,Medium,software_qa
What is Infrastructure as Code (IaC) and its significance in DevOps?,"IaC is the management of infrastructure (networks, virtual machines, load balancers, etc.) in a descriptive model, using code, which increases development and deployment speed.",DevOps,devops_cloud,Medium,software_qa
Describe the process of memoization in programming.,Memoization is an optimization technique used to speed up programs by storing the results of expensive function calls.,Full-stack,web_development,Hard,software_qa
What are the advantages of using a microservices architecture?,"Advantages include easier scalability, flexibility in choosing technology, better fault isolation, and improved continuous deployment.",Back-end,web_development,Easy,software_qa
Explain the SOLID principles in software engineering.,"SOLID stands for Single Responsibility, Open-Closed, Liskov Substitution, Interface Segregation, and Dependency Inversion principles, guiding towards more maintainable, understandable, and flexible software.",Full-stack,web_development,Hard,software_qa
What is lazy loading in web development?,"Lazy loading is a design pattern that delays loading of non-critical resources at page load time, reducing initial load time and page weight.",Front-end,web_development,Medium,software_qa
Discuss the role of a load balancer in a distributed system.,A load balancer distributes network or application traffic across multiple servers to enhance responsiveness and availability of applications.,DevOps,devops_cloud,Medium,software_qa
How does indexing improve database query performance?,"Indexing speeds up data retrieval operations by effectively creating a smaller, faster version of the database table.",Back-end,web_development,Medium,software_qa
Explain event delegation in JavaScript.,Event delegation refers to the practice of using a single event listener to manage all events of a specific type for child elements.,Front-end,web_development,Medium,software_qa
Design a distributed key-value store.,"Focus on data partitioning, replication for fault tolerance, consistency models, and handling node failures.",System Design,distributed_systems,Hard,software_qa
Implement a function to check if a binary tree is balanced.,Use a recursive function to check the height of each subtree; return false if the difference is more than one.,Algorithms,data_structures_algorithms,Hard,software_qa
